,planet_name,hostname,sys_num_stars,sys_num_planet,discovery_method,discovery_year,discovery_telescope,orbital_period,orbital_semi_major,planet_radius_earth,planet_radius_jupiter,planet_mass_earth,planet_mass_jupiter,eccentricity,stellar_eff_temp,stellar_radius,stellar_mass,dist_system,dist_system_ly
140,HD 27894 c,HD 27894,1,3,Radial Velocity,2017,3.6 m ESO Telescope,36.07,0.198,8.24,0.735,51.48846,0.162,0.015,4894.0,0.89,0.8,43.8214,142.9454068
141,HD 28254 b,HD 28254,2,1,Radial Velocity,2010,3.6 m ESO Telescope,1116.0,2.15,13.7,1.22,368.67,1.16,0.81,5664.0,1.48,1.06,55.2884,180.35076080000002
142,HD 13808 b,HD 13808,1,2,Radial Velocity,2021,3.6 m ESO Telescope,14.1815,0.10519,3.35,0.299,11.2,0.03524,0.071,5035.0,0.78,0.77,28.2305,92.087891
143,HD 4208 b,HD 4208,1,1,Radial Velocity,2001,10 m Keck I Telescope,832.97,1.662,13.9,1.24,257.4423,0.81,0.042,5717.0,0.85,0.88,34.1937,111.5398494
144,HD 68988 b,HD 68988,1,2,Radial Velocity,2001,Multiple Telescopes,6.27711,0.07,13.4,1.2,626.1251,1.97,0.12,5932.0,1.19,1.28,60.8447,198.4754114
145,HD 69830 b,HD 69830,1,3,Radial Velocity,2006,3.6 m ESO Telescope,8.667,0.0785,3.17,0.283,10.2,0.0321,0.1,5385.0,0.89,0.86,12.5591,40.967784200000004
146,HD 180053 b,HD 180053,1,1,Radial Velocity,2018,10 m Keck I Telescope,213.72,0.843,13.3,1.19,697.31902,2.194,0.081,5131.0,4.06,1.75,137.043,447.034266
147,HD 18015 b,HD 18015,1,1,Radial Velocity,2018,10 m Keck I Telescope,2278.0,3.87,13.1,1.17,1010.6994,3.18,0.148,5603.0,3.13,1.49,123.801,403.838862
148,HD 181234 b,HD 181234,1,1,Radial Velocity,2019,1.2 m Leonhard Euler Telescope,7462.0575,7.52,12.6,1.12,2660.2371,8.37,0.73,5386.0,1.05,1.01,47.7458,155.7467996
149,Kepler-6 b,Kepler-6,1,1,Transit,2009,0.95 m Kepler Telescope,3.2346996,0.04852,14.617,1.304,212.31044,0.668,0.0,5647.0,1.39,1.21,587.039,1914.921218
150,Kepler-491 b,Kepler-491,1,1,Transit,2016,0.95 m Kepler Telescope,4.22538451,0.0516,8.92,0.796,59.0,0.186,0.0,5582.0,1.03,1.04,630.785,2057.62067
151,HD 181342 b,HD 181342,1,1,Radial Velocity,2009,10 m Keck I Telescope,564.1,1.592,13.2,1.18,807.2882,2.54,0.022,4945.0,4.71,1.69,120.391,392.715442
152,HD 181433 b,HD 181433,1,3,Radial Velocity,2008,3.6 m ESO Telescope,9.3743,0.08,2.4,0.214,6.3566,0.02,0.4,4918.0,0.79,0.63,26.8762,87.6701644
153,HD 183263 b,HD 183263,1,2,Radial Velocity,2004,10 m Keck I Telescope,626.51599,1.49,13.0,1.16,1255.4285,3.95,0.36,5948.0,1.23,1.31,54.1955,176.785721
154,HD 187123 c,HD 187123,1,2,Radial Velocity,2008,10 m Keck I Telescope,3810.0,4.89,13.4,1.19,632.46,1.99,0.252,5790.0,1.15,1.04,45.9548,149.9045576
155,HD 72892 b,HD 72892,1,1,Radial Velocity,2016,Multiple Telescopes,39.475,0.228,12.8,1.14,1732.1735,5.45,0.423,5688.0,1.22,1.02,69.7311,227.4628482
156,HD 202772 A b,HD 202772 A,2,1,Transit,2019,0.1 m TESS Telescope,3.308958,0.05208,17.318,1.545,323.23311,1.017,0.038,6272.0,2.59,1.72,161.498,526.806476
157,HD 203030 b,HD 203030,1,1,Imaging,2006,5.1 m Hale Telescope,,487.1,14.46,1.29,3496.11248,11.0,,5603.0,0.86,0.94,39.2503,128.0344786
158,HD 205739 b,HD 205739,1,1,Radial Velocity,2008,6.5 m Magellan II Clay Telescope,279.8,0.896,13.6,1.21,435.41,1.37,0.27,6176.0,1.33,1.22,92.5087,301.7633794
159,HD 20794 c,HD 20794,1,4,Radial Velocity,2011,3.6 m ESO Telescope,40.114,0.2036,1.35,0.121,2.4,0.0076,0.0,5401.0,0.92,0.7,6.00278,19.58106836
160,HD 20868 b,HD 20868,1,1,Radial Velocity,2008,3.6 m ESO Telescope,380.85001,0.95,13.7,1.22,397.2875,1.25,0.75,4802.0,0.76,0.39,47.7223,155.6701426
161,HD 211810 b,HD 211810,1,1,Radial Velocity,2018,10 m Keck I Telescope,1558.0,2.656,14.0,1.25,212.9461,0.67,0.68,5652.0,1.13,1.03,64.6353,210.8403486
162,Kepler-32 c,Kepler-32,1,5,Transit,2011,0.95 m Kepler Telescope,8.7522,0.09,2.0,0.178,158.9,0.5,0.0,3900.0,0.53,0.58,323.847,1056.3889139999999
163,Kepler-165 c,Kepler-165,1,2,Transit,2014,0.95 m Kepler Telescope,15.31299,0.11,2.23,0.199,5.6,0.0176,0.0,5211.0,0.77,0.79,560.885,1829.60687
164,Kepler-197 d,Kepler-197,2,4,Transit,2014,0.95 m Kepler Telescope,15.677563,0.119,1.22,0.109,1.98,0.00624,0.03,6004.0,1.12,0.86,330.575,1078.33565
165,HD 45364 c,HD 45364,1,2,Radial Velocity,2008,3.6 m ESO Telescope,342.85,0.8972,14.1,1.25,209.0915,0.6579,0.0974,5434.0,0.89,0.82,34.354,112.062748
166,HD 4732 c,HD 4732,2,2,Radial Velocity,2012,Multiple Telescopes,2732.0,4.6,13.3,1.19,753.23,2.37,0.23,4959.0,5.4,1.74,54.7841,178.7057342
167,HD 21411 b,HD 21411,1,1,Radial Velocity,2019,6.5 m Magellan II Clay Telescope,84.288,0.362,9.52,0.85,65.9,0.20734,0.4,5605.0,0.83,0.89,29.1328,95.0311936
168,HD 73526 b,HD 73526,1,2,Radial Velocity,2002,3.9 m Anglo-Australian Telescope,188.3,0.65,13.1,1.17,978.9164,3.08,0.19,5601.0,1.53,1.14,97.2396,317.1955752
169,HD 73534 b,HD 73534,1,1,Radial Velocity,2008,10 m Keck I Telescope,1750.0,2.99,13.7,1.23,353.42696,1.112,0.126,4917.0,2.58,1.16,83.3321,271.8293102
170,HD 81040 b,HD 81040,1,1,Radial Velocity,2005,Multiple Telescopes,1001.70001,1.94,12.6,1.13,2310.6241,7.27,0.53,5755.0,0.91,1.05,34.4341,112.3240342
171,HD 64114 b,HD 64114,1,1,Radial Velocity,2019,6.5 m Magellan II Clay Telescope,45.791,0.246,4.41,0.393,17.8,0.056,0.12,5676.0,0.88,0.95,31.5262,102.83846439999999
172,HD 219134 f,HD 219134,1,6,Radial Velocity,2015,Multiple Telescopes,22.717,0.1463,1.31,0.117,7.3,0.02297,0.148,4699.0,0.78,0.81,6.53127,21.30500274
173,HD 220842 b,HD 220842,2,1,Radial Velocity,2016,1.93 m Telescope,218.47,0.74,13.1,1.17,1010.6994,3.18,0.404,5960.0,1.42,1.13,64.6498,210.8876476
174,HD 221416 b,HD 221416,1,1,Transit,2019,0.1 m TESS Telescope,14.2767,0.1228,9.17,0.836,60.5,0.19,0.115,5080.0,2.94,1.21,95.5483,311.6785546
175,HD 221585 b,HD 221585,1,1,Radial Velocity,2016,1.93 m Telescope,1173.0,2.306,13.5,1.21,511.7063,1.61,0.123,5620.0,1.85,1.19,55.8535,182.19411699999998
176,HD 23596 b,HD 23596,2,1,Radial Velocity,2003,1.93 m Telescope,1561.0,2.77,12.5,1.12,2870.0049,9.03,0.27,6040.0,1.53,1.47,52.0018,169.6298716
177,HD 238914 b,HD 238914,1,1,Radial Velocity,2018,Multiple Telescopes,4100.0,5.7,12.8,1.14,1906.98,6.0,0.56,4769.0,12.73,1.47,519.452,1694.452424
178,HD 76920 b,HD 76920,1,1,Radial Velocity,2017,Multiple Telescopes,415.4,1.149,13.0,1.16,1249.0719,3.93,0.856,4698.0,7.47,1.17,184.031,600.309122
179,HD 20781 b,HD 20781,2,5,Radial Velocity,2019,3.6 m ESO Telescope,5.3135,0.0529,1.21,0.108,1.93,0.0061,0.1,5256.0,0.83,0.7,35.9715,117.339033
180,HD 67087 c,HD 67087,1,2,Radial Velocity,2015,Multiple Telescopes,2374.0,3.86,12.9,1.15,1540.0,4.85,0.76,6330.0,1.55,1.36,76.5217,249.61378539999998
181,HD 65216 c,HD 65216,3,2,Radial Velocity,2013,3.6 m ESO Telescope,5370.0,5.75,13.4,1.19,645.1949,2.03,0.17,5612.0,0.89,0.87,35.1205,114.563071
182,HD 290327 b,HD 290327,1,1,Radial Velocity,2009,3.6 m ESO Telescope,2443.0,3.43,13.3,1.18,772.3269,2.43,0.08,5505.0,0.95,0.84,56.433,184.084446
183,HD 30562 b,HD 30562,1,1,Radial Velocity,2009,3.0 m C. Donald Shane Telescope,1157.0,2.34,13.7,1.22,387.7526,1.22,0.76,5882.0,1.61,1.12,26.1597,85.33294140000001
184,HD 4313 b,HD 4313,1,1,Radial Velocity,2009,10 m Keck I Telescope,356.21,1.157,13.4,1.2,612.45841,1.927,0.147,4943.0,5.14,1.63,136.308,444.636696
185,HD 330075 b,HD 330075,1,1,Radial Velocity,2004,3.6 m ESO Telescope,3.38773,0.04,14.3,1.27,152.5584,0.48,0.0,5000.0,0.84,0.47,45.2989,147.76501180000002
186,HD 31253 b,HD 31253,1,1,Radial Velocity,2010,10 m Keck I Telescope,466.0,1.26,14.1,1.26,197.0546,0.62,0.3,6130.0,1.75,1.7,58.1438,189.6650756
187,HD 31527 b,HD 31527,1,3,Radial Velocity,2019,3.6 m ESO Telescope,16.5535,0.1254,3.22,0.288,10.47,0.0329,0.1,5898.0,1.07,0.96,38.4473,125.4150926
188,GJ 1132 c,GJ 1132,1,2,Radial Velocity,2018,3.6 m ESO Telescope,8.929,0.0476,1.43,0.128,2.64,0.00831,0.27,3270.0,0.21,0.18,12.613,41.143606
189,HD 45364 b,HD 45364,1,2,Radial Velocity,2008,3.6 m ESO Telescope,226.93,0.6813,8.97,0.8,59.4953,0.1872,0.1684,5434.0,0.89,0.82,34.354,112.062748
190,K2-219 b,K2-219,1,3,Transit,2018,0.95 m Kepler Telescope,3.901287,,1.348,0.12,2.38,0.0075,,5753.0,1.19,1.02,325.4,1061.4548
191,HD 40307 b,HD 40307,1,5,Radial Velocity,2009,3.6 m ESO Telescope,4.3123,0.0468,1.83,0.163,4.0,0.0126,0.2,4956.0,0.72,0.77,12.9363,42.198210599999996
192,G 9-40 b,G 9-40,1,1,Transit,2019,0.95 m Kepler Telescope,5.746007,0.0385,2.025,0.181,4.76,0.015,0.0,3348.0,0.31,0.29,27.9276,91.09983120000001
193,HD 12661 b,HD 12661,1,2,Radial Velocity,2000,Multiple Telescopes,262.70862,0.84,13.3,1.18,772.3269,2.43,0.38,5645.0,1.2,1.2,37.8478,123.4595236
194,HD 4203 b,HD 4203,1,2,Radial Velocity,2001,10 m Keck I Telescope,431.88,1.17,13.3,1.19,708.7609,2.23,0.52,5596.0,1.42,1.25,81.3795,265.459929
195,HD 106515 A b,HD 106515 A,2,1,Radial Velocity,2012,1.2 m Leonhard Euler Telescope,3630.0,4.59,12.5,1.11,3054.22,9.61,0.572,5362.0,1.62,0.97,34.0915,111.20647300000002
196,HD 220689 b,HD 220689,1,1,Radial Velocity,2012,1.2 m Leonhard Euler Telescope,2266.4,3.396,13.7,1.23,355.33394,1.118,0.054,5921.0,1.07,1.02,46.8778,152.9153836
197,Kepler-773 b,Kepler-773,1,1,Transit,2016,0.95 m Kepler Telescope,3.74910006,0.047,1.43,0.128,2.63,0.00829,0.0,5850.0,1.01,1.04,547.026,1784.398812
198,HD 49674 b,HD 49674,1,1,Radial Velocity,2002,10 m Keck I Telescope,4.94737,0.06,6.2,0.553,31.783,0.1,0.09,5602.0,1.02,1.03,43.0399,140.3961538
199,16 Cyg B b,16 Cyg B,3,1,Radial Velocity,1996,Multiple Telescopes,798.5,1.66,13.5,1.2,565.7374,1.78,0.68,5750.0,1.13,1.08,21.1397,68.9577014
200,30 Ari B b,30 Ari B,4,1,Radial Velocity,2009,2.0 m Alfred Jensch Telescope,335.10001,0.99,12.3,1.1,4392.4106,13.82,0.29,6331.0,1.41,1.93,44.657,145.671134
201,HD 62509 b,HD 62509,1,1,Radial Velocity,2006,Multiple Telescopes,589.64,1.64,13.3,1.19,731.0,2.3,0.02,4892.63,8.9,2.0,10.34,33.729079999999996
202,HD 208527 b,HD 208527,1,1,Radial Velocity,2012,1.8 m Telescope,875.5,2.1,12.5,1.11,3146.4,9.9,0.08,4035.0,51.1,1.6,312.202,1018.402924
203,BD-06 1339 b,BD-06 1339,1,2,Radial Velocity,2013,3.6 m ESO Telescope,3.8728,0.0428,2.85,0.254,8.5,0.027,0.0,4324.0,0.69,0.7,20.2695,66.11910900000001
204,47 UMa c,47 UMa,1,3,Radial Velocity,2001,3.0 m C. Donald Shane Telescope,2391.0,3.6,14.2,1.27,171.621,0.54,0.098,5872.0,1.21,1.06,13.7967,45.0048354
205,HD 191939 d,HD 191939,1,3,Transit,2020,0.1 m TESS Telescope,38.3561,0.215,3.16,0.282,10.1,0.0319,,5427.0,0.94,0.92,53.6089,174.8722318
206,HD 7199 b,HD 7199,1,1,Radial Velocity,2011,3.6 m ESO Telescope,615.0,1.36,11.1,0.993,85.8141,0.27,0.19,5371.0,0.97,0.77,36.1531,117.93141220000001
207,SR 12 AB c,SR 12 AB,2,1,Imaging,2010,1.4 m IRSF Telescope,,,12.3,1.1,4131.62,13.0,,3828.93,1.1,,112.3172158,366.3787579396
208,KOI-55 c,KOI-55,1,2,Orbital Brightness Modulation,2011,0.95 m Kepler Telescope,0.342887,0.0076,0.867,0.077,0.655,0.0021,,27730.0,0.2,0.5,1231.02,4015.58724
209,HD 75898 b,HD 75898,1,1,Radial Velocity,2007,10 m Keck I Telescope,422.9,1.191,13.2,1.18,861.3193,2.71,0.11,5963.0,1.58,1.26,78.0505,254.600731
210,HD 79498 b,HD 79498,2,1,Radial Velocity,2011,2.7 m Harlan J. Smith Telescope,1807.0,2.98,13.6,1.22,425.8922,1.34,0.575,5748.0,1.05,1.08,48.9489,159.6713118
211,WASP-42 b,WASP-42,1,1,Transit,2012,Canon 200mm f/1.8L,4.9816819,0.0561,12.576,1.122,167.49641,0.527,0.062,5315.0,0.89,0.95,177.291,578.3232419999999
212,Kepler-751 b,Kepler-751,1,1,Transit,2016,0.95 m Kepler Telescope,17.44490636,0.1263,2.46,0.219,6.62,0.0208,0.0,5387.0,0.84,0.87,760.43,2480.5226599999996
213,CoRoT-2 b,CoRoT-2,2,1,Transit,2008,0.27 m CoRoT Telescope,1.7429935,0.02798,16.432,1.466,1102.82,3.47,0.0143,5625.0,0.91,0.96,213.283,695.729146
214,eps Eri b,eps Eri,1,1,Radial Velocity,2000,Multiple Telescopes,2690.0,3.5,14.0,1.24,247.9074,0.78,0.07,5020.38,0.76,0.78,3.2026,10.4468812
215,HD 171238 b,HD 171238,1,1,Radial Velocity,2009,1.2 m Leonhard Euler Telescope,1532.0,2.57,13.2,1.18,864.4976,2.72,0.234,5440.0,1.01,0.96,44.8113,146.1744606
216,HD 173416 b,HD 173416,1,1,Radial Velocity,2008,2.16 m Telescope,323.6,1.16,13.2,1.18,858.1,2.7,0.21,4683.0,13.5,2.0,132.184,431.184208
217,Kepler-782 b,Kepler-782,1,1,Transit,2016,0.95 m Kepler Telescope,158.6853308,0.5444,3.21,0.286,10.4,0.0327,0.0,5867.0,1.01,0.98,446.844,1457.605128
218,HD 77338 b,HD 77338,1,1,Radial Velocity,2012,3.6 m ESO Telescope,5.7361,0.06,4.12,0.368,15.9,0.05,0.09,5341.0,0.97,1.37,45.935,149.83997
219,GJ 3021 b,GJ 3021,2,1,Radial Velocity,2000,1.2 m Leonhard Euler Telescope,133.71,0.49,13.1,1.17,1071.04,3.37,0.511,5540.0,0.9,0.9,17.5559,57.2673458
220,GJ 3634 b,GJ 3634,1,1,Radial Velocity,2010,3.6 m ESO Telescope,2.64561,0.0287,2.83,0.253,8.4,0.026,0.08,3517.0,0.43,0.45,20.3779,66.4727098
221,GJ 674 b,GJ 674,1,1,Radial Velocity,2007,3.6 m ESO Telescope,4.6938,0.039,3.33,0.297,11.09,0.035,0.2,3600.0,0.36,0.35,4.54896,14.83870752
222,HD 37605 c,HD 37605,1,2,Radial Velocity,2012,Multiple Telescopes,2720.0,3.74,13.1,1.17,1013.8777,3.19,0.03,5329.0,0.91,0.94,46.7864,152.6172368
223,GJ 876 e,GJ 876,1,4,Radial Velocity,2010,10 m Keck I Telescope,124.26,0.3343,3.92,0.35,14.6,0.046,0.055,3271.0,0.3,0.32,4.67517,15.250404539999998
224,GQ Lup b,GQ Lup,1,1,Imaging,2004,8.2 m ESO VLT UT4 Yepun Telescope,,100.0,33.6,3.0,6356.0,20.0,,4360.0,1.94,0.7,151.169,493.11327800000004
225,GSC 06214-00210 b,GSC 06214-00210,1,1,Imaging,2010,5.1 m Hale Telescope,,320.0,20.176,1.8,5000.0,16.0,,4200.0,0.9,0.9,108.5,353.927
226,HD 190360 c,HD 190360,2,2,Radial Velocity,2005,10 m Keck I Telescope,17.111,0.1304,4.59,0.409,19.069,0.06,0.237,5549.0,1.17,0.98,16.0069,52.21450780000001
227,HD 190647 b,HD 190647,1,1,Radial Velocity,2007,3.6 m ESO Telescope,1176.45,2.231,13.4,1.19,630.89255,1.985,0.224,5656.0,1.38,1.07,54.4738,177.6935356
228,BD+15 2940 b,BD+15 2940,1,1,Radial Velocity,2013,9.2 m Hobby-Eberly Telescope,137.48,0.539,13.7,1.23,352.78,1.11,0.26,4796.0,14.7,1.1,426.42,1390.98204
229,HD 95086 b,HD 95086,1,1,Imaging,2013,8.2 m ESO VLT UT4 Yepun Telescope,,55.7,12.9,1.15,1589.0,5.0,,7595.0,1.49,1.6,86.2279,281.27540980000003
230,Kepler-123 b,Kepler-123,1,2,Transit,2014,0.95 m Kepler Telescope,17.232366,0.135,2.94,0.262,55.3,0.174,0.0,6089.0,1.26,1.01,1021.66,3332.65492
231,HAT-P-19 b,HAT-P-19,1,1,Transit,2010,Canon 200mm f/1.8L,4.008778,0.0466,12.689,1.132,92.802,0.292,0.067,4990.0,0.82,0.84,202.078,659.178436
232,HD 200964 c,HD 200964,1,2,Radial Velocity,2010,3.0 m C. Donald Shane Telescope,852.5,1.96,13.7,1.22,385.84562,1.214,0.243,4982.0,4.92,1.39,72.5922,236.79575640000002
233,HATS-36 b,HATS-36,1,1,Transit,2018,0.18 m Takahashi Epsilon Astrograph,4.175186,0.0523,12.92,1.153,1022.14128,3.216,0.105,5950.0,1.1,1.1,856.436,2793.6942320000003
234,HAT-P-22 b,HAT-P-22,2,1,Transit,2010,Canon 200mm f/1.8L,3.21222,0.0414,12.89,1.15,785.0401,2.47,0.02,5302.0,1.11,1.13,81.7647,266.71645140000004
235,HD 206610 b,HD 206610,1,1,Radial Velocity,2009,10 m Keck I Telescope,673.2,1.74,13.4,1.19,647.10188,2.036,0.1,4842.0,6.12,1.55,147.192,480.140304
236,HD 20794 b,HD 20794,1,4,Radial Velocity,2011,3.6 m ESO Telescope,18.315,0.1207,1.45,0.129,2.7,0.0085,0.0,5401.0,0.92,0.7,6.00278,19.58106836
237,OGLE2-TR-L9 b,OGLE2-TR-L9,1,1,Transit,2008,1.3 m Warsaw University Telescope,2.4855335,0.0308,18.046,1.61,1430.175,4.5,,6933.0,1.53,1.52,1627.63,5309.32906
238,OGLE-TR-113 b,OGLE-TR-113,1,1,Transit,2004,1.3 m Warsaw University Telescope,1.4324752,0.02289,12.251,1.093,400.449,1.26,0.15,4790.0,0.77,0.78,566.459,1847.7892579999998
239,Kepler-166 c,Kepler-166,1,3,Transit,2014,0.95 m Kepler Telescope,34.260281,0.195,2.38,0.212,6.26,0.0197,0.0,5413.0,0.74,0.88,603.53,1968.7148599999998
240,K2-295 b,K2-295,1,1,Transit,2018,0.95 m Kepler Telescope,4.024867,0.0451,10.054,0.897,106.47305,0.335,0.0,4444.0,0.7,0.74,232.801,759.3968619999999
241,HAT-P-33 b,HAT-P-33,2,1,Transit,2011,Canon 200mm f/1.8L,3.47447,0.04995,20.737,1.85,292.4036,0.92,0.0,6446.0,1.79,1.82,396.11,1292.11082
242,HD 100655 b,HD 100655,2,1,Radial Velocity,2011,1.8 m Telescope,157.57001,0.68,13.5,1.21,511.7063,1.61,0.09,4891.0,10.06,2.28,137.178,447.474636
243,HD 210277 b,HD 210277,1,1,Radial Velocity,1998,10 m Keck I Telescope,442.19,1.13,13.6,1.22,410.0007,1.29,0.48,5538.0,1.07,1.01,21.2985,69.475707
244,HD 21693 b,HD 21693,1,2,Radial Velocity,2019,3.6 m ESO Telescope,22.6786,0.1455,2.8,0.25,8.23,0.0259,0.12,5430.0,0.91,0.8,33.255,108.47781
245,HD 10180 f,HD 10180,1,6,Radial Velocity,2010,3.6 m ESO Telescope,122.744,0.4929,5.24,0.468,23.9,0.0752,0.119,5911.0,1.11,1.06,38.9607,127.08980340000001
246,HD 10180 g,HD 10180,1,6,Radial Velocity,2010,3.6 m ESO Telescope,604.67,1.427,4.91,0.438,21.4,0.0673,0.263,5911.0,1.11,1.06,38.9607,127.08980340000001
247,WASP-16 b,WASP-16,1,1,Transit,2009,Canon 200mm f/1.8L,3.1186,0.0415,13.675,1.22,394.1092,1.24,0.0,5700.0,1.14,1.78,194.134,633.2651079999999
248,K2-263 b,K2-263,1,1,Transit,2018,0.95 m Kepler Telescope,50.818947,0.2573,2.41,0.215,14.8,0.04657,0.14,5368.0,0.85,0.88,162.481,530.013022
249,HD 176986 c,HD 176986,1,2,Radial Velocity,2017,Multiple Telescopes,16.8191,0.11878,2.98,0.266,9.18,0.02888,0.111,4931.0,0.78,0.79,27.7843,90.6323866
250,HATS-25 b,HATS-25,1,1,Transit,2016,0.18 m Takahashi Epsilon Astrograph,4.2986432,0.05163,14.123,1.26,194.82979,0.613,0.176,5715.0,1.11,0.99,471.158,1536.917396
251,HD 147379 b,HD 147379,2,1,Radial Velocity,2017,3.5 m telescope,86.78,0.323,5.82,0.519,28.55,0.08983,0.07,4156.0,0.63,0.6,10.7643,35.1131466
252,GJ 411 b,GJ 411,1,2,Radial Velocity,2019,1.93 m Telescope,12.946,0.0789,1.45,0.129,2.69,0.00846,0.12,3601.0,0.39,0.39,5.675773,18.514371526
253,GJ 15 A b,GJ 15 A,2,2,Radial Velocity,2014,10 m Keck I Telescope,11.4407,0.072,1.55,0.139,3.03,0.00953,0.094,3607.0,0.38,0.38,3.56228,11.62015736
254,HD 14067 b,HD 14067,1,1,Radial Velocity,2014,1.88 m Telescope,1455.0,3.4,12.6,1.12,2479.0,7.8,0.533,4815.0,12.4,2.4,142.024,463.282288
255,GJ 3998 b,GJ 3998,1,2,Radial Velocity,2016,3.58 m Telescopio Nazionale Galileo,2.64977,0.029,1.38,0.123,2.47,0.00777,0.0,3722.0,0.49,0.5,18.1459,59.19192580000001
256,K2-294 b,K2-294,1,1,Transit,2019,0.95 m Kepler Telescope,2.50387,,1.66,0.148,3.39,0.0107,,5612.0,1.2,0.99,373.078,1216.9804359999998
257,HD 92987 b,HD 92987,1,1,Radial Velocity,2019,1.2 m Leonhard Euler Telescope,10354.8375,9.62,12.2,1.09,5364.9704,16.88,0.21,5770.0,1.58,1.08,43.5339,142.0075818
258,GJ 3293 c,GJ 3293,1,4,Radial Velocity,2015,3.6 m ESO Telescope,122.6196,0.36175,4.87,0.434,21.09,0.06636,0.11,3466.0,0.4,0.42,20.1903,65.8607586
259,HR 2562 b,HR 2562,1,1,Imaging,2016,8.19 m Gemini South Telescope,,20.3,12.442,1.11,9534.9,30.0,,6785.0,1.47,1.3,34.0071,110.93116020000001
260,K2-154 b,K2-154,1,2,Transit,2018,0.95 m Kepler Telescope,3.67626,0.0405,1.99,0.178,4.62,0.0145,,4097.0,0.63,0.65,129.356,421.959272
261,K2-155 d,K2-155,1,3,Transit,2018,0.95 m Kepler Telescope,40.718,0.1937,1.9,0.17,4.27,0.0134,,4258.0,0.58,0.65,72.7998,237.47294760000003
262,TOI-216.01,TOI-216,1,2,Transit,2019,0.1 m TESS Telescope,34.556,0.2069,11.29,1.007,200.0,0.62927,0.029,5026.0,0.84,0.87,177.945,580.45659
263,HD 145934 b,HD 145934,1,1,Radial Velocity,2015,10 m Keck I Telescope,2730.0,4.6,13.3,1.19,724.62,2.28,0.053,4823.75,5.38,1.75,227.881,743.347822
264,WASP-92 b,WASP-92,1,1,Transit,2016,Canon 200mm f/1.8L,2.1746742,0.0348,16.376,1.461,255.85315,0.805,0.0,6280.0,1.34,1.19,575.889,1878.549918
265,WASP-93 b,WASP-93,1,1,Transit,2016,Canon 200mm f/1.8L,2.7325321,0.04211,17.901,1.597,467.2101,1.47,0.0,6700.0,1.52,1.33,370.284,1207.8664079999999
266,HD 111998 b,HD 111998,1,1,Radial Velocity,2016,3.6 m ESO Telescope,825.9,1.82,12.9,1.15,1433.4133,4.51,0.03,6557.0,1.45,1.18,33.2237,108.3757094
267,OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,1,1,Microlensing,2018,1.3 m Warsaw University Telescope,,3.913,1.62,0.145,3.269,0.01029,,,,0.4,4705.0,15347.710000000001
268,HATS-40 b,HATS-40,1,1,Transit,2018,0.18 m Takahashi Epsilon Astrograph,3.2642736,0.04997,17.71,1.58,505.3497,1.59,0.312,6460.0,2.26,1.56,1342.29,4378.54998
269,HD 1605 c,HD 1605,1,2,Radial Velocity,2015,Multiple Telescopes,2149.0,3.584,13.0,1.16,1150.5446,3.62,0.099,4915.0,3.49,1.33,88.8047,289.68093139999996
270,Kepler-265 c,Kepler-265,1,4,Transit,2014,0.95 m Kepler Telescope,17.028937,0.127,2.63,0.235,7.41,0.0233,0.0,5835.0,1.1,0.98,1280.25,4176.1755
271,Kepler-56 d,Kepler-56,1,3,Radial Velocity,2016,Multiple Telescopes,1002.0,2.16,12.8,1.14,1784.0,5.61,0.2,4819.44,4.22,1.29,912.994,2978.186428
272,HD 9174 b,HD 9174,1,1,Radial Velocity,2016,Multiple Telescopes,1179.0,2.2,13.7,1.23,352.7913,1.11,0.12,5577.0,1.67,1.03,81.4893,265.8180966
273,24 Boo b,24 Boo,1,1,Radial Velocity,2018,1.88 m Telescope,30.3506,0.19,13.9,1.24,289.2253,0.91,0.042,4893.0,10.64,0.99,95.9863,313.1073106
274,Kepler-756 b,Kepler-756,1,1,Transit,2016,0.95 m Kepler Telescope,1.22486632,0.0219,1.12,0.1,1.46,0.00459,0.0,5282.0,0.79,0.82,852.0,2779.224
275,HATS-9 b,HATS-9,1,1,Transit,2015,0.18 m Takahashi Epsilon Astrograph,1.915291,0.0312,13.85,1.236,266.02371,0.837,0.075,5599.0,1.56,1.1,638.7,2083.4394
276,HD 165155 b,HD 165155,1,1,Radial Velocity,2016,Multiple Telescopes,434.5,1.13,13.2,1.18,918.5287,2.89,0.2,5426.0,0.95,1.02,63.3574,206.6718388
277,OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,1,1,Microlensing,2018,1.3 m Warsaw University Telescope,,1.02,13.5,1.21,505.0,1.59,,,,0.21,,
278,K2-239 b,K2-239,1,3,Transit,2018,0.95 m Kepler Telescope,5.24,0.0441,1.1,0.098,1.37,0.0043,,3420.0,0.36,0.4,31.0849,101.3989438
279,EPIC 201497682 b,EPIC 201497682,1,1,Transit,2019,0.95 m Kepler Telescope,2.13174,,0.692,0.062,0.26,0.00082,,4991.0,0.55,0.78,253.026,825.370812
280,EPIC 206032309 b,EPIC 206032309,1,1,Transit,2019,0.95 m Kepler Telescope,2.87814,,1.01,0.09,1.01,0.00317,,3489.0,0.37,0.22,161.365,526.3726300000001
281,HATS-8 b,HATS-8,1,1,Transit,2015,0.18 m Takahashi Epsilon Astrograph,3.583893,0.04667,9.785,0.873,43.86054,0.138,0.376,5679.0,1.09,1.06,794.637,2592.105894
